lst,lon,lat,dist_to_industrial,is_industrial,factory_density,power_plant_flag,transport_hub_flag,road_density,impervious_ratio,dist_to_green,dist_to_water
9.378333,121.39832749591217,31.800361057831076,3.838542431635867,0,0.0,0,0,2.4868099516109723,0.0024868099516109723,3.7827744384713506,0.05522716661897358
8.826364,121.1647655220411,31.791377904989883,,0,0.0,0,0,1.8746721173682717,0.0018746721173682715,2.93081198671321,0.3799902796892731
8.71,121.17374867488229,31.791377904989883,,0,0.0,0,0,2.5378214377978643,0.002537821437797864,2.480280566048192,0.8297116566199553
8.711667,121.18273182772349,31.791377904989883,,0,0.0,0,0,3.137206400493842,0.003137206400493842,2.2688666832361433,1.3392659991184837
8.953333,121.19171498056468,31.791377904989883,,0,0.0,0,0,3.723838491643097,0.003723838491643097,2.364642246900983,0.49118987042849543
8.996667,121.20069813340588,31.791377904989883,,0,0.0,0,0,4.90985554548833,0.00490985554548833,2.197148003296452,0.28856383194911056
8.978333,121.20968128624708,31.791377904989883,,0,0.0,0,0,5.445476150450694,0.005445476150450693,1.4779537026743539,0.0015379472443675607
8.978333,121.21866443908827,31.791377904989883,,0,0.0,0,0,6.0831197277868405,0.00608311972778684,0.8810389573046914,0.39848405263826026
9.228333,121.22764759192947,31.791377904989883,,0,0.0,0,0,6.274412800987684,0.006274412800987684,0.8981912180563569,1.049973461285971
9.455,121.23663074477066,31.791377904989883,,0,0.0,0,0,6.682504690482818,0.006682504690482818,1.500007203923115,0.4107572104414941
9.473333,121.24561389761186,31.791377904989883,,0,0.0,0,0,7.052337965337784,0.007052337965337783,2.2602927021010633,0.07590968579592468
9.576667,121.25459705045304,31.791377904989883,,0,0.0,0,0,7.47318272637964,0.00747318272637964,3.068444078920804,0.7458245508487114
9.458333,121.26358020329424,31.791377904989883,,0,0.0,0,0,7.626217184940316,0.007626217184940315,3.8947765611131016,1.589734205284316
8.992,121.27256335613544,31.791377904989883,,0,0.0,0,0,7.524194212566532,0.007524194212566532,4.551395565890816,2.437603364403772
8.9063635,121.28154650897663,31.791377904989883,,0,0.0,0,0,7.60071144184687,0.00777925164350099,4.595077470248621,3.2869385805375955
8.866364,121.29052966181783,31.791377904989883,,0,0.0,0,0,7.371159754005856,0.007549699955659977,3.94676758890484,4.136835172470196
8.971666,121.29951281465902,31.791377904989883,,0,0.0,0,0,7.128855194618121,0.007307395396272242,3.3891315843866563,3.9424611560795797
8.993333,121.30849596750022,31.791377904989883,,0,0.0,0,0,6.42744725954836,0.006618740332749203,2.943665017153759,3.465469658162973
9.382,121.31747912034142,31.791377904989883,,0,0.0,0,0,6.376435773361468,0.006580481718109034,2.512564834833075,2.9706592594972294
9.382,121.32646227318261,31.791377904989883,,0,0.0,0,0,6.376435773361468,0.006593234589655757,2.1858068775826682,2.1761499302858125
9.338,121.33544542602381,31.791377904989883,,0,0.0,0,0,6.248907057894239,0.006452953002641805,2.164536506875013,1.3816683720939067
9.640909,121.344428578865,31.791377904989883,,0,0.0,0,0,5.853568039945827,0.006032108241599948,2.457581337222269,0.5872792253982164
9.908334,121.3534117317062,31.791377904989883,,0,0.0,0,0,5.5602519943712,0.0057387921960253205,2.9734156493476,0.17489606721755113
9.886666,121.3623948845474,31.791377904989883,5.210738285948957,0,0.0,0,0,4.999125646315391,0.005177665847969512,3.617967366709213,0.9736765061735996
9.758333,121.37137803738858,31.791377904989883,4.50420552189275,0,0.0,0,0,4.399740683619413,0.004578280885273534,3.340155819827296,1.807063494133247
9.833333,121.38036119022978,31.791377904989883,3.856114436426508,0,0.0,0,0,3.8386143355636038,0.003915131564843941,2.964150411067059,2.0219750684917326
9.973333,121.38934434307097,31.791377904989883,3.3013693346232498,0,0.0,0,0,3.21372362977418,0.0032137236297741798,2.7842192745192413,1.3189268131258072
9.835,121.39832749591217,31.791377904989883,2.89415207157486,0,0.0,0,0,2.8438903549192145,0.0028438903549192146,2.7971735938804048,0.5794898454159019
8.913333,121.17374867488229,31.782394752148686,,0,0.0,0,0,2.8438903549192145,0.0028438903549192146,1.6216630799604983,1.5790877045917973
8.741667,121.18273182772349,31.782394752148686,,0,0.0,0,0,3.558051161535699,0.003558051161535699,1.2774935271469667,1.2589141909995432
